match_id,season,date,round,referee,home_team,away_team,home_score,away_score,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_shots_off_target,away_shots_off_target,home_shots_blocked,away_shots_blocked,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,home_possession,away_possession,home_passes,away_passes,home_passes_accurate,away_passes_accurate,home_tackles,away_tackles,home_tackles_won,away_tackles_won,home_saves,away_saves,home_offsides,away_offsides,home_clearances,away_clearances,home_goals_conceded,away_goals_conceded,home_fouls_won,away_fouls_won,home_assists,away_assists,home_substitutions,away_substitutions,home_formation,away_formation,attendance,status
7uryb1c6q6qam2jhbocrzau50,2025/26,2026-03-07,26,Sander van der Eijk,PSV,AZ,2,1,19,13,8,5,7,1,4,7,5,6,7,4,2,1,,,63,36,580,336,513,255,15,16,9,9,4,7,,1,35,34,1,2,4,7,1,1,5,4,4231,541,35000,full_time
7sqraoo5fa7ht56ej5c1bv7dg,2025/26,2026-03-08,26,Joey Kooij,Fortuna Sittard,Telstar,1,4,21,14,4,9,7,4,10,1,3,5,8,17,1,1,,,58,41,392,279,312,197,26,23,14,16,5,3,,4,24,34,4,1,17,7,,3,5,5,4231,3421,11035,full_time
7t6wxc6n87bydhpcemidkmtck,2025/26,2026-03-08,26,Alex Bos,Go Ahead Eagles,FC Twente,1,4,15,11,7,5,4,2,4,4,6,5,8,8,1,,,,51,48,429,415,340,317,16,21,10,10,2,5,,,26,32,4,1,8,8,1,1,5,5,433,433,9370,full_time
7tz50vfh7qypjuoytln45hdzo,2025/26,2026-03-08,26,Marc Nagtegaal,N.E.C. Nijmegen,FC Volendam,3,0,27,7,11,3,6,4,10,,12,1,10,7,1,,,,56,43,452,354,364,261,25,18,17,15,3,8,1,,21,36,,3,7,10,2,,5,5,3421,4141,12230,full_time
7udb8gt0az2k0l6web4cuecr8,2025/26,2026-03-08,26,Jeroen Manschot,NAC Breda,Feyenoord,3,3,12,14,4,5,3,4,5,5,4,9,12,8,1,4,,,42,57,302,413,215,323,15,19,11,11,2,1,1,3,29,39,3,3,8,11,2,3,5,4,41212,433,20219,full_time
7v6a9fljffi5xbe2g2vds3das,2025/26,2026-03-08,26,Martin van den Kerkhof,Sparta Rotterdam,PEC Zwolle,1,1,20,15,7,6,9,8,4,1,6,3,7,10,3,1,,,50,49,406,416,318,335,17,19,11,13,5,6,,,20,43,1,1,9,7,,1,5,3,4231,4231,10320,full_time
7xxjodfuf48oydrhvyw30y7f8,2025/26,2026-03-13,27,Alex Bos,PEC Zwolle,FC Groningen,1,1,14,17,6,6,5,6,3,5,7,6,12,10,,3,,,50,49,405,402,310,299,31,10,17,6,5,5,1,1,31,16,1,1,9,12,,1,4,4,4231,442,14000,full_time
7vkfqeb0208aqwjvri63lukus,2025/26,2026-03-14,27,Rob Dieperink,Ajax,Sparta Rotterdam,4,0,22,8,10,1,8,6,4,1,5,3,8,17,,2,,,57,42,499,350,411,275,18,18,11,12,1,7,2,2,16,26,,4,17,7,3,,5,4,433,4231,48506,full_time
7wqzxboir2zgebtjxwmzfhmac,2025/26,2026-03-14,27,Danny Desmond Makkelie,FC Volendam,Fortuna Sittard,1,2,16,13,5,4,7,4,4,5,4,4,11,13,1,2,,,61,38,448,289,342,185,15,20,10,10,2,4,2,,21,37,2,1,12,10,1,2,5,5,433,4231,6556,full_time
7ydemaxnlwk62s7uiovu1uvx0,2025/26,2026-03-14,27,Joey Kooij,PSV,N.E.C. Nijmegen,2,3,12,17,6,6,4,5,2,6,7,7,8,12,,3,,,70,29,553,236,432,139,21,18,11,7,3,4,3,,25,52,3,2,11,8,2,2,4,3,4231,3421,35000,full_time
7yrdur7kuesc30rjz0u08p3is,2025/26,2026-03-14,27,Sander van der Eijk,sc Heerenveen,Telstar,3,0,12,20,9,6,3,7,,7,5,4,12,9,4,1,,,43,56,390,497,318,426,14,15,8,11,6,6,1,2,32,16,,3,9,12,2,,6,6,4231,343,24200,full_time
7vyp6c4e9ho7mc4n406ytvfo4,2025/26,2026-03-15,27,Robin Hensgens,AZ,Heracles Almelo,4,0,14,6,7,2,4,1,3,3,7,3,10,19,,4,,,52,47,425,396,343,311,21,22,15,14,2,3,3,1,22,23,,4,18,10,2,,5,4,433,4231,17809,full_time
7wcsvcscbqdxaqjro3vncxfro,2025/26,2026-03-15,27,Marc Nagtegaal,FC Twente,FC Utrecht,0,2,16,10,4,8,9,2,3,,4,5,7,10,1,3,,,61,38,543,338,441,238,16,16,9,8,6,3,,1,35,44,2,,10,7,,1,5,4,433,4231,30000,full_time
7x53rqarl1uhdvbru5fpu579w,2025/26,2026-03-15,27,Serdar Gözübüyük,Feyenoord,Excelsior Rotterdam,2,1,16,12,9,3,2,4,5,5,9,5,10,12,3,1,,,49,51,354,382,279,286,19,22,11,11,2,7,3,,33,27,1,2,12,10,2,1,5,5,4231,433,47500,full_time
7xj87bhyubwtj5oj16niftbf8,2025/26,2026-03-15,27,Allard Lindhout,Go Ahead Eagles,NAC Breda,6,0,11,20,6,3,4,6,1,11,3,9,8,3,,,,,44,55,355,424,283,329,9,16,4,10,3,,4,1,39,12,,6,3,8,5,,5,5,433,4132,9235,full_time
80q9vuqa1jfpzpb4jfnv2ojdg,2025/26,2026-03-20,28,Joey Kooij,Heracles Almelo,Excelsior Rotterdam,1,1,13,15,4,4,8,6,1,5,6,1,17,15,2,1,,,50,49,372,379,266,284,15,14,12,8,3,3,3,2,20,28,1,1,14,15,,1,5,5,4222,4141,11735,full_time
80c6cpxuzriv31csxmjvvt4b8,2025/26,2026-03-21,28,Ingmar Oostrom,Fortuna Sittard,FC Twente,1,2,11,9,5,2,4,5,2,2,7,6,6,15,2,,,,39,60,303,468,219,369,19,11,14,6,,4,4,2,30,15,2,1,15,6,1,2,5,4,4231,433,12052,full_time
81ilize2toxvl4rodarma7b4k,2025/26,2026-03-21,28,Erwin Blank,PEC Zwolle,NAC Breda,2,1,8,20,2,6,1,9,5,5,2,5,20,14,2,1,,,43,56,361,448,263,360,24,8,8,4,5,,,2,40,22,1,2,12,19,1,1,4,5,4231,4231,13881,full_time
81wmxpmw6padsidmibkl3ohlg,2025/26,2026-03-21,28,Edwin van de Graaf,Sparta Rotterdam,FC Volendam,2,0,16,8,9,3,4,,3,5,3,7,15,9,2,1,,,50,49,418,405,348,329,18,15,14,9,3,7,3,2,23,19,,2,9,14,2,,5,5,4231,4231,10111,full_time
7z5n7uly8is0lx0tinn5ej2ms,2025/26,2026-03-22,28,Martijn Vos,FC Groningen,AZ,3,0,14,16,5,7,4,4,5,5,2,7,16,8,1,1,,,46,53,400,454,321,378,17,22,8,12,7,1,1,2,29,14,,3,8,16,2,,4,5,442,4231,22219,full_time
7zjpjgua97aqtmgz2vau0scgk,2025/26,2026-03-22,28,Jeroen Manschot,FC Utrecht,Go Ahead Eagles,2,0,22,11,10,6,8,2,4,3,2,5,9,7,2,1,,,43,57,358,483,265,395,16,14,13,6,6,8,1,2,19,22,,2,7,9,2,,4,5,4231,4231,22938,full_time
7zxx4c64bsxovwlg8xfwrcsgk,2025/26,2026-03-22,28,Danny Desmond Makkelie,Feyenoord,Ajax,1,1,14,5,5,2,4,2,5,1,5,1,12,16,1,3,,,53,46,484,425,399,328,19,24,12,15,1,3,,,12,21,1,1,16,10,,,4,4,433,433,47500,full_time
814gbzs8mt3ojaufuewyia2ok,2025/26,2026-03-22,28,Martin van den Kerkhof,N.E.C. Nijmegen,sc Heerenveen,2,2,22,11,10,5,7,3,5,3,6,2,6,11,,,,,54,45,443,368,356,256,20,21,12,14,3,8,4,,28,40,2,2,11,6,1,2,4,5,3421,4231,12650,full_time
82b22eap8o5cz6u95q2ginac4,2025/26,2026-03-22,28,Marc Nagtegaal,Telstar,PSV,3,1,13,18,8,8,4,6,1,4,1,12,5,4,1,1,,,47,52,388,402,302,340,15,16,10,8,7,5,2,2,27,18,1,3,4,5,2,1,5,5,352,433,5302,full_time
82p9pjzimajwr5i0w5b729yqc,2025/26,2026-04-04,29,Sander van der Eijk,Ajax,FC Twente,1,2,10,16,2,7,4,5,4,4,2,2,14,10,4,2,,,50,49,506,484,425,408,14,17,7,11,3,1,,,18,18,2,1,10,14,1,2,4,5,433,433,53634,full_time
833fc31ptfimenyeero759ono,2025/26,2026-04-04,29,Richard Wilhelmus Martens,AZ,Fortuna Sittard,2,0,15,9,6,4,5,4,4,1,10,6,11,14,,3,,,54,45,454,372,374,263,14,13,10,8,4,4,3,2,28,23,,2,14,11,2,,5,5,343,4231,18349,full_time
83j8sr7e2x2o8rqiixawfuuqc,2025/26,2026-04-04,29,Alex Bos,Excelsior Rotterdam,N.E.C. Nijmegen,0,2,8,12,4,5,2,5,2,2,2,5,8,9,,,,,45,54,367,449,278,368,16,9,9,3,3,4,2,2,30,16,2,,8,8,,2,5,4,3421,3421,4600,full_time
853jo2zesdy9fy4vo9rq6bt3o,2025/26,2026-04-04,29,Serdar Gözübüyük,PSV,FC Utrecht,4,3,19,12,8,7,6,2,5,3,8,3,6,10,,1,,,63,36,537,298,469,212,16,19,5,14,4,4,1,,35,33,3,4,7,6,4,3,4,3,433,343,35000,full_time
85w63m5z9kqks55teifw1ld04,2025/26,2026-04-04,29,Jannick van der Laan,Telstar,FC Groningen,0,2,14,24,3,11,8,8,3,5,5,12,12,10,1,2,,,49,50,414,405,317,316,10,6,7,4,8,3,3,1,30,31,2,,8,12,,2,5,1,3421,4231,5302,full_time
83xapmkno59v6p1otb5y6cv10,2025/26,2026-04-05,29,Allard Lindhout,FC Volendam,Feyenoord,0,0,13,17,4,4,6,8,3,5,5,6,10,5,3,,,,44,55,353,437,261,351,32,11,17,8,4,4,,2,42,20,,,5,10,,,5,3,4231,4231,7035,full_time
84be47hu7q2cqi37xqbyvbo5w,2025/26,2026-04-05,29,Danny Desmond Makkelie,Go Ahead Eagles,PEC Zwolle,5,0,15,16,12,1,1,10,2,5,5,8,9,16,,1,,,52,47,390,357,283,277,12,19,8,12,1,6,1,,22,33,,5,15,9,5,,5,4,442,4141,9537,full_time
84pk0p0m9o3vlw5trdy05zh1w,2025/26,2026-04-05,29,Robin Hensgens,NAC Breda,Sparta Rotterdam,0,0,12,6,4,3,6,3,2,,11,3,12,19,1,3,,,55,44,435,349,354,282,17,17,10,11,3,4,,1,19,37,,,18,12,,,5,4,4231,4231,20122,full_time
85hn6dh31o8gvpdg9hn9pgahg,2025/26,2026-04-05,29,Ingmar Oostrom,sc Heerenveen,Heracles Almelo,4,1,24,7,14,4,4,3,6,,8,1,12,10,,2,,,65,34,584,296,511,235,9,18,6,14,3,11,1,1,16,21,1,4,10,11,1,,5,5,4231,4231,23878,full_time
872yx97toccq76f2ua25jqolw,2025/26,2026-04-10,30,Robin Hensgens,FC Twente,FC Volendam,2,1,23,8,9,4,6,1,8,3,7,1,8,6,1,1,,,57,42,532,383,447,299,17,17,14,13,3,7,2,,18,27,1,2,5,7,2,1,5,5,4231,4231,29700,full_time
86oo2rcypv4lyyisw1brya1w4,2025/26,2026-04-11,30,Joey Kooij,FC Groningen,Go Ahead Eagles,0,0,24,10,5,2,10,3,9,5,8,5,5,5,,,,,53,46,474,394,373,286,12,12,8,10,2,5,2,4,31,26,,,5,5,,,3,5,4231,4231,22252,full_time
87hsrf8bgo8tm3zdjw1fn9bmc,2025/26,2026-04-11,30,Danny Desmond Makkelie,FC Utrecht,Telstar,4,1,18,13,9,7,6,3,3,3,7,5,9,5,2,1,,,40,59,296,444,234,378,14,20,9,17,6,5,2,,25,18,1,4,5,9,2,1,4,5,4231,3421,23011,full_time
88af0o114182zzszb1pp6mpsk,2025/26,2026-04-11,30,Martin van den Kerkhof,Heracles Almelo,Ajax,0,3,14,18,3,6,8,7,3,5,7,5,10,4,2,,,,40,60,308,496,250,431,28,26,17,9,3,3,1,2,17,26,3,,4,10,,3,5,4,4231,433,12103,full_time
89i4kngxrwzg6sy9mm51kxclw,2025/26,2026-04-11,30,Alex Bos,Sparta Rotterdam,PSV,0,2,9,18,4,5,3,8,2,5,2,5,6,12,1,6,,,38,61,355,571,280,505,16,16,8,12,3,4,,,25,21,2,,11,5,,2,5,5,4411,4231,10319,full_time
86aowl8c9f2c5ryxu8exag3ys,2025/26,2026-04-12,30,Marc Nagtegaal,AZ,sc Heerenveen,3,0,23,7,10,1,9,3,4,3,6,6,5,10,1,1,,,57,42,537,389,458,316,17,13,10,4,1,7,2,2,12,14,,3,9,5,2,,5,5,4231,4231,18554,full_time
87wc20fht6r6okerpna6ya2ok,2025/26,2026-04-12,30,Jeroen Manschot,Fortuna Sittard,NAC Breda,1,1,10,14,2,7,6,5,2,2,5,8,11,12,2,1,,,43,56,340,429,256,344,19,14,12,8,6,1,3,1,35,19,1,1,12,11,1,1,5,5,4231,4231,11135,full_time
88q7jq62gl1fpdu484k2ls55g,2025/26,2026-04-12,30,Serdar Gözübüyük,N.E.C. Nijmegen,Feyenoord,1,1,15,13,4,5,8,4,3,4,4,1,17,14,3,4,,,58,41,384,283,303,184,16,22,9,7,4,3,2,,14,29,1,1,12,17,1,1,5,5,3421,433,12650,full_time
8945d8bk6nom7ieodli7zkxlg,2025/26,2026-04-12,30,Martijn Vos,PEC Zwolle,Excelsior Rotterdam,2,2,15,16,5,3,5,8,5,5,5,2,10,13,,1,,,48,51,406,428,312,322,15,15,9,5,1,3,3,1,35,24,2,2,13,10,1,2,3,3,4231,541,13747,full_time
8d11a10lonx4psudg069s8glw,2025/26,2026-04-22,31,Erwin Blank,Telstar,Sparta Rotterdam,4,1,11,10,4,2,4,3,3,5,6,5,14,9,2,,,,46,53,363,426,283,349,10,18,9,11,1,,,2,15,37,1,4,8,14,4,1,5,2,3421,3412,5302,full_time
8b2gssk4dscumou5q673kskd0,2025/26,2026-04-23,31,Jeroen Manschot,Go Ahead Eagles,AZ,0,0,15,23,4,4,4,11,7,8,5,10,9,13,2,1,,,50,49,371,366,297,286,13,13,3,6,4,4,1,1,38,25,,,12,9,,,5,5,4141,343,9124,full_time
8c8vmz5usstaor82ttvorzfv8,2025/26,2026-04-23,31,Marc Nagtegaal,PSV,PEC Zwolle,6,1,17,6,11,4,1,,5,2,4,4,10,4,1,1,,,67,32,702,339,634,272,17,20,11,17,3,5,2,,11,27,1,6,4,10,4,,4,3,4231,4231,31200,full_time
8aace9yn4cd2aan918jh6jk0k,2025/26,2026-04-25,31,Joey Kooij,FC Twente,N.E.C. Nijmegen,1,1,13,20,8,6,1,7,4,7,3,9,6,16,1,2,,,49,50,391,382,271,293,21,8,11,6,5,6,2,1,36,26,1,1,14,6,1,1,5,3,4231,3412,30000,full_time
8aofqtwtj6x4vyx8q1gucuk9g,2025/26,2026-04-25,31,Danny Desmond Makkelie,Feyenoord,FC Groningen,3,1,10,10,4,2,2,6,4,2,3,3,10,15,,2,,,47,52,419,458,352,390,12,26,9,15,1,1,1,1,12,19,1,3,15,10,2,1,5,3,4231,4231,47500,full_time
8bulzubd6favp7sapgwqhpvro,2025/26,2026-04-25,31,Serdar Gözübüyük,NAC Breda,Ajax,0,2,21,8,3,6,10,1,8,1,11,2,6,11,,2,,,57,42,508,395,441,322,17,25,12,14,4,3,1,,14,40,2,,10,6,,2,5,4,4231,433,20191,full_time
8cmwomad7hoqhnyr2v3iwzdas,2025/26,2026-04-25,31,Edwin van de Graaf,sc Heerenveen,Fortuna Sittard,2,1,15,16,5,7,5,7,5,2,7,,10,6,2,1,,,58,41,545,386,448,295,17,28,11,12,6,2,2,,26,25,1,2,5,10,2,1,3,5,4231,3421,25164,full_time
89w8j6ld6vjta4gyc476dk3ys,2025/26,2026-04-26,31,Sander van der Eijk,Excelsior Rotterdam,FC Utrecht,5,0,18,10,9,3,6,4,3,3,3,2,12,8,,1,,,59,40,532,358,459,276,14,17,10,12,3,4,3,1,15,19,,5,8,12,3,,5,5,433,4231,4600,full_time
8bgee4osbc1a60y2itj83ei38,2025/26,2026-04-26,31,Jannick van der Laan,Heracles Almelo,FC Volendam,0,2,14,18,4,7,5,4,5,7,5,9,17,11,1,,,,55,44,380,299,300,215,16,15,7,11,6,3,1,1,26,26,2,,11,17,,1,4,4,4231,4231,11864,full_time
8df6yxuom7asd0h84coe55udw,2025/26,2026-05-02,32,Allard Lindhout,Ajax,PSV,2,2,13,8,4,2,5,4,4,2,6,4,7,14,1,2,,,49,50,477,501,402,429,14,17,11,10,,2,1,,16,22,2,2,12,7,1,1,4,5,433,4231,54439,full_time
8e8zp2rs6k77of6tendldx4ic,2025/26,2026-05-02,32,Ingmar Oostrom,FC Groningen,Excelsior Rotterdam,2,3,12,18,5,9,3,5,4,4,5,8,5,10,,,,,55,44,456,366,364,268,16,9,9,4,5,3,2,2,32,21,3,2,10,5,2,3,4,5,4231,433,22525,full_time
8en8vych2dmcgiq4x7yxkiihg,2025/26,2026-05-02,32,Alex Bos,FC Utrecht,NAC Breda,2,0,28,9,11,1,10,7,7,1,8,4,12,13,,2,,,65,34,505,260,446,181,11,16,7,10,1,9,1,,28,24,,2,12,12,2,,6,6,433,442,23034,full_time
8fthqyd148qi2qulaanuqo93o,2025/26,2026-05-02,32,Jeroen Manschot,N.E.C. Nijmegen,Telstar,1,1,21,10,7,4,9,6,5,,9,,10,11,3,2,,,69,30,536,247,457,159,11,15,9,8,3,5,1,2,11,50,1,1,11,10,1,1,4,3,3412,3421,12650,full_time
8duzjuclronkz4izg5qufa6fo,2025/26,2026-05-03,32,Sander van der Eijk,AZ,FC Twente,2,2,18,9,4,2,7,3,7,4,4,3,9,14,,,,,58,41,544,385,459,300,18,22,12,10,2,1,,,18,36,2,2,13,8,1,1,4,5,4231,4231,19500,full_time
8f19eq3qgmgwvvbd364qfs00k,2025/26,2026-05-03,32,Serdar Gözübüyük,FC Volendam,sc Heerenveen,0,2,15,11,5,4,5,2,5,5,7,5,8,14,3,3,,,49,50,372,394,271,309,17,13,8,9,2,5,,1,16,32,2,,13,8,,2,5,4,4231,4231,6948,full_time
8ffde9xcgwr6yvr9obdj9smj8,2025/26,2026-05-03,32,Joey Kooij,Fortuna Sittard,Feyenoord,1,2,7,19,3,7,2,7,2,5,1,8,16,13,2,3,,,46,53,353,388,249,311,17,11,7,8,4,2,,1,32,30,2,1,10,15,1,1,4,5,4231,4231,12045,full_time
8g7lrofjeuf4lq9dyss6vhtec,2025/26,2026-05-03,32,Rob Dieperink,PEC Zwolle,Heracles Almelo,1,0,9,14,5,3,2,7,2,4,3,3,18,18,2,2,,,45,55,361,425,269,348,16,5,10,3,3,4,4,1,27,20,,1,18,18,1,,3,5,4231,4231,13749,full_time
8glmru7q58jd23xtp1qr6untg,2025/26,2026-05-03,32,Martijn Vos,Sparta Rotterdam,Go Ahead Eagles,2,2,25,16,3,5,16,7,6,4,6,8,11,9,1,3,,,47,53,381,432,317,362,16,9,13,6,3,1,,1,26,22,2,2,9,11,2,1,3,5,433,4231,10174,full_time
8gztoxpvmhg8v14kqd1pok5qs,2025/26,2026-05-10,33,Jeroen Manschot,Ajax,FC Utrecht,1,2,15,14,6,6,7,3,2,5,4,7,9,9,2,2,,,63,36,662,367,580,297,27,19,20,12,4,5,,,16,24,2,1,9,9,1,2,5,4,433,4231,53632,full_time
8hdy9uqkdvmt575xn6q5da7mc,2025/26,2026-05-10,33,Danny Desmond Makkelie,Excelsior Rotterdam,FC Volendam,1,1,8,8,2,2,2,3,4,3,5,,10,7,1,3,,,67,32,528,259,443,159,15,14,8,11,1,2,,1,36,20,1,1,6,10,,1,3,5,433,4231,4600,full_time
8hs78ce7zlrytc8zt1auco2dw,2025/26,2026-05-10,33,Alex Bos,FC Groningen,N.E.C. Nijmegen,2,1,11,12,7,3,2,4,2,5,5,6,16,12,2,1,,,49,50,357,361,256,265,12,12,7,6,1,5,6,4,35,39,1,2,12,16,2,1,3,5,4231,3412,22525,full_time
8i69z1frxkdx9w39pue9hqluc,2025/26,2026-05-10,33,Jannick van der Laan,FC Twente,Sparta Rotterdam,4,0,26,9,13,1,8,4,5,4,9,2,7,8,,2,,,57,43,511,385,430,311,14,24,11,13,1,9,3,,24,30,,4,8,7,2,,5,5,4231,4231,29600,full_time
8ikikn0lyoyem84vc9j30g178,2025/26,2026-05-10,33,Marc Nagtegaal,Feyenoord,AZ,1,1,10,13,5,3,5,5,,5,7,3,10,9,1,,,,40,60,361,569,285,498,22,16,13,15,2,4,1,1,17,24,1,1,9,10,1,1,5,4,4231,4231,47500,full_time
8j0nufb0aux0x9s5bniwwr2ms,2025/26,2026-05-10,33,Richard Wilhelmus Martens,Fortuna Sittard,PEC Zwolle,3,2,12,8,4,3,5,4,3,1,6,5,7,11,,1,,,45,54,385,455,313,376,11,18,7,9,1,1,2,1,16,24,2,3,11,6,1,2,4,4,4231,4231,10117,full_time
8jetanro57gz3uhqpctodso44,2025/26,2026-05-10,33,Martin van den Kerkhof,Go Ahead Eagles,PSV,1,4,11,24,4,10,4,8,3,6,8,4,9,7,,,,,40,59,307,463,243,412,16,15,10,6,6,3,2,1,30,31,4,1,6,9,,4,5,5,4231,4231,9306,full_time
8jt45dqf47m0zux2tc10lby1g,2025/26,2026-05-10,33,Sander van der Eijk,NAC Breda,sc Heerenveen,2,0,19,8,4,2,7,2,8,4,6,2,8,9,1,,,,49,50,312,332,238,256,16,16,13,9,3,2,,1,17,38,,2,7,8,,,3,4,3412,4231,19241,full_time
8k7770nncjegk823xt63b4nbo,2025/26,2026-05-10,33,Serdar Gözübüyük,Telstar,Heracles Almelo,3,0,12,7,7,1,2,5,3,1,6,7,12,12,1,3,,,46,53,287,322,209,261,11,4,8,3,1,3,2,,30,24,,3,12,12,2,,6,3,3421,4231,5142,full_time
8kliqfiojvqfwn5razaf1zcb8,2025/26,2026-05-17,34,Edwin van de Graaf,AZ,NAC Breda,3,3,16,17,10,11,4,4,2,2,7,6,11,6,1,1,,,54,45,430,355,367,300,18,19,11,13,7,7,1,3,15,37,3,3,6,10,3,3,5,5,4231,442,18460,full_time
8kzjuf4zj7eklhu7qq9bsl5as,2025/26,2026-05-17,34,Ingmar Oostrom,FC Utrecht,Fortuna Sittard,2,0,18,13,5,2,8,8,5,3,2,5,8,8,,1,,,57,42,487,354,421,282,14,16,10,8,2,3,3,1,28,19,,2,7,8,2,,5,5,4231,343,22651,full_time
8ldk4rhfymr7ai71f3y3i9clw,2025/26,2026-05-17,34,Marc Nagtegaal,FC Volendam,Telstar,1,2,17,7,8,2,2,2,7,3,7,,13,18,2,2,,,50,49,340,354,253,249,13,24,8,17,,7,1,1,29,35,2,1,17,12,1,1,5,4,433,343,7117,full_time
8lro9fg0ifg6vuvdvzb9dd72s,2025/26,2026-05-17,34,Richard Wilhelmus Martens,Heracles Almelo,FC Groningen,1,2,11,16,2,5,7,8,2,3,9,5,8,5,1,1,,,53,46,392,354,301,269,13,11,8,9,3,1,3,1,17,26,2,1,5,8,1,1,5,4,4231,442,11311,full_time
8m5pxoczr4920s4cc8k0qh3is,2025/26,2026-05-17,34,Sander van der Eijk,N.E.C. Nijmegen,Go Ahead Eagles,2,1,37,3,12,1,11,,14,2,13,4,12,8,1,2,,,57,42,401,303,328,229,16,15,10,9,,10,,,27,51,1,2,8,11,1,1,4,5,3421,4231,12650,full_time
8mjwetwger181g1fd0xfxej9w,2025/26,2026-05-17,34,Erwin Blank,PEC Zwolle,Feyenoord,0,2,7,22,1,8,5,10,1,4,2,12,11,11,,,,,49,50,432,432,348,358,13,12,9,6,6,1,,,22,13,2,,10,10,,2,2,5,4231,4231,14000,full_time
8my4tl92mnpqb8mxxp0n554b8,2025/26,2026-05-17,34,Jeroen Manschot,PSV,FC Twente,5,1,13,18,7,6,5,7,1,5,11,9,7,5,1,1,,,51,48,385,355,311,269,7,14,5,8,5,3,2,,20,17,1,5,4,7,4,1,5,5,4231,4231,35400,full_time
8nccu4ikrp52ucmzi1181xatw,2025/26,2026-05-17,34,Joey Kooij,sc Heerenveen,Ajax,0,0,16,23,6,6,6,11,4,6,10,6,9,8,,3,,,53,47,561,500,474,432,20,18,13,12,6,4,1,,24,40,,,8,8,,,4,4,4231,433,25450,full_time
8nqnb2to7ugjtw2f2z67gpfdg,2025/26,2026-05-17,34,Allard Lindhout,Sparta Rotterdam,Excelsior Rotterdam,2,3,18,16,5,4,6,9,7,3,5,2,11,15,4,,,,52,47,420,383,339,304,12,11,9,7,1,3,2,1,15,32,3,2,15,10,1,1,5,4,4231,433,10599,full_time
