match_id,season,date,round,round_name,referee,home_team,away_team,home_score,away_score,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_shots_off_target,away_shots_off_target,home_shots_blocked,away_shots_blocked,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,home_possession,away_possession,home_passes,away_passes,home_passes_accurate,away_passes_accurate,home_tackles,away_tackles,home_tackles_won,away_tackles_won,home_saves,away_saves,home_offsides,away_offsides,home_clearances,away_clearances,home_fouls_won,away_fouls_won,home_assists,away_assists,home_big_chances_missed,away_big_chances_missed,home_formation,away_formation,attendance,status
saison-2025-2026-jupiler-pro-league-28-oh-leuven-vs-kvc-westerlo,2025/26,2026-03-07,28,Journée 28,Nathan Verboomen,OH Leuven,KVC Westerlo,0,1,21,9,4,2,13,4,4,3,9,5,13,15,2,3,,,60.9,39.1,355,243,262,157,18,10,11,6,1,4,9,,13,30,15,12,,1,7,1,3412,4231,,FullTime
saison-2025-2026-jupiler-pro-league-28-union-sg-vs-krc-genk,2025/26,2026-03-07,28,Journée 28,Lawrence Visser,Royale Union St-Gilloise,KRC Genk,2,1,12,5,4,3,6,1,2,1,5,1,9,9,3,2,,,42.4,57.6,396,552,308,448,16,18,13,8,2,2,3,1,18,33,9,8,2,,,,3421,433,,FullTime
saison-2025-2026-jupiler-pro-league-28-club-brugge-vs-rsc-anderlecht,2025/26,2026-03-08,28,Journée 28,Erik Lambrechts,Club Brugge,Royal Sporting Club Anderlecht,2,2,24,13,9,5,13,5,2,3,11,2,7,14,1,3,,,68.5,31.5,597,278,505,197,14,15,11,6,3,6,2,1,12,36,14,6,1,1,3,3,4231,4231,,FullTime
saison-2025-2026-jupiler-pro-league-28-kaa-gent-vs-kv-mechelen,2025/26,2026-03-08,28,Journée 28,Lothar D'Hondt,KAA Gent,KV Mechelen,3,1,13,8,5,3,6,2,2,3,3,5,9,19,2,2,,,45.5,54.5,383,470,297,380,16,8,7,6,2,3,1,2,35,27,18,9,2,1,1,,3412,343,,FullTime
saison-2025-2026-jupiler-pro-league-28-stvv-vs-cercle-brugge,2025/26,2026-03-08,28,Journée 28,Bert Verbeke,STVV,Cercle Brugge KSV,2,1,15,18,7,6,1,5,7,7,7,5,8,12,,4,,,61.3,38.7,557,340,462,256,23,18,10,11,5,5,,,55,38,12,8,2,,2,1,433,442,,FullTime
saison-2025-2026-jupiler-pro-league-28-sv-zulte-waregem-vs-standard-de-liege,2025/26,2026-03-08,28,Journée 28,Nicolas Laforge,SV Zulte Waregem,Standard de Liège,0,1,19,9,5,4,7,4,7,1,3,2,10,9,,2,,,49.3,50.7,498,516,403,428,15,11,7,8,3,5,1,2,8,29,8,10,,,1,,3412,343,,FullTime
saison-2025-2026-jupiler-pro-league-29-kaa-gent-vs-sv-zulte-waregem,2025/26,2026-03-13,29,Journée 29,Simon Bourdeaud'hui,KAA Gent,SV Zulte Waregem,2,0,11,5,5,1,4,3,2,1,2,6,13,13,2,1,,,51.3,48.7,434,408,356,311,11,9,6,6,1,3,2,,39,31,12,11,,,2,1,3421,532,,FullTime
saison-2025-2026-jupiler-pro-league-29-kvc-westerlo-vs-club-brugge,2025/26,2026-03-14,29,Journée 29,Bram van Driessche,KVC Westerlo,Club Brugge,1,2,14,6,3,3,6,1,5,2,11,2,10,18,1,2,,,51.6,48.4,457,441,373,361,8,13,7,9,1,3,,4,12,47,17,10,1,2,,1,4231,4231,,FullTime
saison-2025-2026-jupiler-pro-league-29-sporting-charleroi-vs-oh-leuven,2025/26,2026-03-14,29,Journée 29,Jasper Vergoote,Sporting de Charleroi,OH Leuven,0,2,19,10,5,5,9,1,5,4,10,3,5,15,1,1,,,64,36,435,254,358,178,10,15,8,7,3,4,2,2,13,36,15,5,,1,1,1,4231,3421,,FullTime
saison-2025-2026-jupiler-pro-league-29-union-sg-vs-fcv-dender-eh,2025/26,2026-03-14,29,Journée 29,Bert Verbeke,Royale Union St-Gilloise,Dender EH,2,0,9,5,3,1,2,3,4,1,5,5,10,8,,1,,,49.3,50.7,447,462,357,360,14,16,8,8,1,1,2,,26,26,8,10,,,,,3331,433,,FullTime
saison-2025-2026-jupiler-pro-league-29-cercle-brugge-vs-raal-la-louviere,2025/26,2026-03-15,29,Journée 29,Jan Boterberg,Cercle Brugge KSV,RAAL La Louvière,1,3,25,15,10,5,10,5,5,5,5,7,8,11,2,2,,,63.3,36.7,457,265,364,159,17,24,11,12,2,9,3,1,31,40,11,8,1,2,2,,442,3412,,FullTime
saison-2025-2026-jupiler-pro-league-29-krc-genk-vs-stvv,2025/26,2026-03-15,29,Journée 29,Lothar D'Hondt,KRC Genk,STVV,1,0,13,8,4,1,6,4,3,3,5,8,10,8,2,,,,35.8,64.2,343,623,276,552,19,13,9,10,1,3,1,,31,22,6,10,1,,,,4141,4231,,FullTime
saison-2025-2026-jupiler-pro-league-29-kv-mechelen-vs-rsc-anderlecht,2025/26,2026-03-15,29,Journée 29,Nicolas Laforge,KV Mechelen,Royal Sporting Club Anderlecht,1,0,13,17,5,4,5,5,3,8,5,4,9,19,2,6,,1,40.3,59.7,281,427,203,338,18,16,8,10,4,4,1,1,34,27,19,8,,,2,3,343,4231,,FullTime
saison-2025-2026-jupiler-pro-league-29-royal-antwerp-fc-vs-standard-de-liege,2025/26,2026-03-15,29,Journée 29,Nathan Verboomen,Royal Antwerp FC,Standard de Liège,1,1,9,12,2,6,4,5,3,1,5,3,11,10,,3,1,,40.7,59.3,342,500,251,388,17,11,11,6,4,1,2,,39,17,10,10,,1,,5,3421,3421,,FullTime
saison-2025-2026-jupiler-pro-league-30-club-brugge-vs-kv-mechelen,2025/26,2026-03-22,30,Journée 30,Lawrence Visser,Club Brugge,KV Mechelen,4,1,24,5,9,1,10,2,5,2,15,2,10,6,,1,,,59.5,40.5,503,356,424,272,26,14,11,12,,5,1,1,12,28,6,10,4,1,3,,4231,343,,FullTime
saison-2025-2026-jupiler-pro-league-30-fcv-dender-eh-vs-kaa-gent,2025/26,2026-03-22,30,Journée 30,Wesli De Cremer,Dender EH,KAA Gent,1,3,15,12,4,8,6,3,5,1,6,3,12,5,2,2,,,54.5,45.5,430,356,347,276,19,16,12,10,5,3,,3,30,31,4,11,1,2,1,,4231,3412,,FullTime
saison-2025-2026-jupiler-pro-league-30-oh-leuven-vs-royal-antwerp-fc,2025/26,2026-03-22,30,Journée 30,Nicolas Laforge,OH Leuven,Royal Antwerp FC,1,0,17,5,4,,7,3,6,2,5,5,11,11,3,3,,1,52.8,47.2,362,332,289,248,22,19,11,14,,3,3,1,19,36,11,11,1,,4,,541,3421,,FullTime
saison-2025-2026-jupiler-pro-league-30-raal-la-louviere-vs-krc-genk,2025/26,2026-03-22,30,Journée 30,Nathan Verboomen,RAAL La Louvière,KRC Genk,5,5,18,14,8,7,6,5,4,2,10,3,10,9,2,1,,,44.9,55.1,349,445,262,356,19,30,11,17,2,4,,4,24,54,9,10,3,3,,3,3412,4141,,FullTime
saison-2025-2026-jupiler-pro-league-30-rsc-anderlecht-vs-cercle-brugge,2025/26,2026-03-22,30,Journée 30,Simon Bourdeaud'hui,Royal Sporting Club Anderlecht,Cercle Brugge KSV,2,3,16,14,8,5,2,7,6,2,8,7,14,11,1,2,,,70.9,29.1,644,250,561,178,18,20,11,14,2,5,1,4,23,42,10,14,2,2,3,2,4231,3412,,FullTime
saison-2025-2026-jupiler-pro-league-30-standard-de-liege-vs-kvc-westerlo,2025/26,2026-03-22,30,Journée 30,Bert Put,Standard de Liège,KVC Westerlo,0,0,7,21,1,3,3,10,3,8,6,9,14,6,3,1,,,46.6,53.4,336,387,243,312,21,13,14,8,4,1,8,1,27,14,5,13,,,,1,3421,4231,,FullTime
saison-2025-2026-jupiler-pro-league-30-stvv-vs-union-sg,2025/26,2026-03-22,30,Journée 30,Jasper Vergoote,STVV,Royale Union St-Gilloise,1,3,9,18,2,8,3,6,4,4,5,5,2,4,,,,,59.4,40.6,636,435,551,361,20,18,11,10,5,1,2,,19,25,4,2,,3,2,3,433,343,,FullTime
saison-2025-2026-jupiler-pro-league-30-sv-zulte-waregem-vs-sporting-charleroi,2025/26,2026-03-22,30,Journée 30,Bram van Driessche,SV Zulte Waregem,Sporting de Charleroi,1,0,10,12,3,4,4,4,3,4,4,10,7,9,1,2,,,36.7,63.3,324,539,249,459,16,21,11,8,4,2,1,4,37,17,9,6,1,,1,1,3412,4231,,FullTime
saison-2025-2026-jupiler-pro-league-31-royal-antwerp-fc-vs-krc-genk,2025/26,2026-04-03,31,Journée 31,Lothar D'Hondt,Royal Antwerp FC,KRC Genk,1,2,13,12,2,5,5,7,6,,3,,12,15,3,2,,,56.2,43.8,471,372,390,287,19,27,16,18,2,1,6,,18,46,13,11,,1,1,2,352,3421,,FullTime
saison-2025-2026-jupiler-pro-league-31-oh-leuven-vs-standard-de-liege,2025/26,2026-04-04,31,Journée 31,Bert Verbeke,OH Leuven,Standard de Liège,1,3,14,12,5,7,5,2,4,3,7,4,7,12,,,,,55,45,443,367,345,264,12,11,8,7,4,3,3,1,17,28,11,6,1,1,,3,343,3421,,FullTime
saison-2025-2026-jupiler-pro-league-31-sv-zulte-waregem-vs-cercle-brugge,2025/26,2026-04-04,31,Journée 31,Lawrence Visser,SV Zulte Waregem,Cercle Brugge KSV,2,2,6,10,2,5,1,1,3,4,8,3,12,16,2,3,,,54,46,397,339,282,233,25,17,13,11,3,,2,4,28,30,15,10,2,1,1,1,3412,3421,,FullTime
saison-2025-2026-jupiler-pro-league-31-union-sg-vs-stvv,2025/26,2026-04-04,31,Journée 31,Erik Lambrechts,Royale Union St-Gilloise,STVV,1,0,16,6,4,,3,3,9,3,7,5,9,6,3,1,,,52.3,47.7,495,457,420,363,18,18,7,9,,3,1,2,19,37,6,8,1,,1,,3421,4231,,FullTime
saison-2025-2026-jupiler-pro-league-31-kvc-westerlo-vs-sporting-charleroi,2025/26,2026-04-05,31,Journée 31,Nathan Verboomen,KVC Westerlo,Sporting de Charleroi,2,0,15,7,5,4,6,2,4,1,5,5,10,14,2,,,1,53.3,46.7,491,436,429,366,17,30,12,22,4,3,,6,22,25,14,10,1,,4,2,4231,4231,,FullTime
saison-2025-2026-jupiler-pro-league-31-club-brugge-vs-rsc-anderlecht,2025/26,2026-04-06,31,Journée 31,Jasper Vergoote,Club Brugge,Royal Sporting Club Anderlecht,4,2,30,13,9,6,8,4,13,3,8,2,11,14,2,1,,,57.9,42.1,517,379,446,298,12,12,7,10,4,3,,1,13,17,14,8,4,1,1,,4231,4231,,FullTime
saison-2025-2026-jupiler-pro-league-31-kaa-gent-vs-kv-mechelen,2025/26,2026-04-06,31,Journée 31,Jan Boterberg,KAA Gent,KV Mechelen,1,1,6,8,4,6,2,1,,1,5,10,9,7,1,,,,34.9,65.1,318,579,244,494,18,16,11,11,4,3,1,,33,17,7,9,1,1,1,1,3412,343,,FullTime
saison-2025-2026-jupiler-pro-league-31-raal-la-louviere-vs-fcv-dender-eh,2025/26,2026-04-06,31,Journée 31,Bram van Driessche,RAAL La Louvière,Dender EH,0,1,21,7,4,3,11,2,6,2,4,3,8,9,3,4,,,54.1,45.9,393,346,307,261,15,25,11,16,2,4,2,4,23,55,9,8,,,4,2,3412,4231,,FullTime
saison-2025-2026-jupiler-pro-league-32-sporting-charleroi-vs-royal-antwerp-fc,2025/26,2026-04-10,32,Journée 32,Jan Boterberg,Sporting de Charleroi,Royal Antwerp FC,2,1,13,12,5,3,6,4,2,5,2,9,12,14,3,2,,,44.9,55.1,315,385,250,319,22,17,10,13,2,3,2,2,19,14,14,11,2,,1,,4231,3142,,FullTime
saison-2025-2026-jupiler-pro-league-32-cercle-brugge-vs-raal-la-louviere,2025/26,2026-04-11,32,Journée 32,Simon Bourdeaud'hui,Cercle Brugge KSV,RAAL La Louvière,3,0,20,10,6,4,9,6,5,,9,5,6,8,1,1,,,64.6,35.4,500,274,405,173,21,17,14,13,4,3,2,1,29,24,7,6,3,,3,2,352,352,,FullTime
saison-2025-2026-jupiler-pro-league-32-standard-de-liege-vs-kvc-westerlo,2025/26,2026-04-11,32,Journée 32,Wesli De Cremer,Standard de Liège,KVC Westerlo,1,2,7,18,4,10,1,6,2,2,1,7,9,11,3,2,1,,46.5,53.5,370,421,274,331,16,13,10,6,8,3,4,2,25,31,11,9,1,,2,2,343,4231,,FullTime
saison-2025-2026-jupiler-pro-league-32-stvv-vs-club-brugge,2025/26,2026-04-11,32,Journée 32,Lothar D'Hondt,STVV,Club Brugge,1,2,19,16,5,2,6,7,8,7,10,5,13,16,3,2,,,51.8,48.2,485,460,407,379,16,13,8,9,,4,1,1,18,26,16,11,1,,3,1,4231,4231,,FullTime
saison-2025-2026-jupiler-pro-league-32-fcv-dender-eh-vs-sv-zulte-waregem,2025/26,2026-04-12,32,Journée 32,Jasper Vergoote,Dender EH,SV Zulte Waregem,1,2,15,24,5,9,5,5,5,10,2,6,12,9,2,,,,48.9,51.1,403,435,314,337,23,21,12,12,6,4,2,2,25,21,9,12,1,2,3,4,4231,3412,,FullTime
saison-2025-2026-jupiler-pro-league-32-krc-genk-vs-oh-leuven,2025/26,2026-04-12,32,Journée 32,Wim Smet,KRC Genk,OH Leuven,0,0,16,7,6,1,6,5,4,1,3,3,12,10,2,3,,,43,57,367,499,275,396,18,17,12,11,1,6,1,,35,20,9,12,,,2,1,3421,343,,FullTime
saison-2025-2026-jupiler-pro-league-32-kv-mechelen-vs-union-sg,2025/26,2026-04-12,32,Journée 32,Nicolas Laforge,KV Mechelen,Royale Union St-Gilloise,0,1,4,18,,8,2,6,2,4,2,9,7,17,1,4,,,56.4,43.6,440,333,350,254,19,17,12,13,7,,,1,18,15,15,7,,1,,3,343,343,,FullTime
saison-2025-2026-jupiler-pro-league-32-rsc-anderlecht-vs-kaa-gent,2025/26,2026-04-12,32,Journée 32,Lawrence Visser,Royal Sporting Club Anderlecht,KAA Gent,3,1,15,12,7,6,1,4,7,2,4,1,12,9,1,2,,,65.1,34.9,599,319,499,221,13,13,5,7,5,4,1,1,18,37,7,10,,,1,3,4231,3412,,FullTime
saison-2025-2026-jupiler-pro-league-33-kv-mechelen-vs-rsc-anderlecht,2025/26,2026-04-18,33,Journée 33,Erik Lambrechts,KV Mechelen,Royal Sporting Club Anderlecht,1,2,18,13,5,4,6,4,7,5,5,3,10,19,4,6,,,46.7,53.3,374,436,290,337,12,19,5,11,2,4,,4,26,26,18,10,,1,1,1,3412,4231,,FullTime
saison-2025-2026-jupiler-pro-league-33-kvc-westerlo-vs-krc-genk,2025/26,2026-04-18,33,Journée 33,Bert Verbeke,KVC Westerlo,KRC Genk,1,2,12,10,3,5,3,2,6,3,3,7,11,12,1,2,,,52.2,47.8,441,402,374,343,12,22,2,16,3,2,1,10,16,28,11,9,1,2,1,3,4231,4141,,FullTime
saison-2025-2026-jupiler-pro-league-33-royal-antwerp-fc-vs-oh-leuven,2025/26,2026-04-18,33,Journée 33,Bert Put,Royal Antwerp FC,OH Leuven,2,0,23,5,6,2,8,1,9,2,11,2,16,13,2,2,,2,55.9,44.1,357,294,302,223,21,30,12,13,2,4,7,2,24,27,12,15,2,,3,,3412,343,,FullTime
saison-2025-2026-jupiler-pro-league-33-sporting-charleroi-vs-standard-de-liege,2025/26,2026-04-18,33,Journée 33,Bram van Driessche,Sporting de Charleroi,Standard de Liège,1,2,12,8,4,2,5,3,3,3,6,4,11,8,3,1,,,58.7,41.3,484,349,405,276,18,10,9,5,,3,,,15,34,7,11,1,1,1,1,4231,343,,FullTime
saison-2025-2026-jupiler-pro-league-33-fcv-dender-eh-vs-cercle-brugge,2025/26,2026-04-19,33,Journée 33,Jan Boterberg,Dender EH,Cercle Brugge KSV,1,4,8,19,2,12,4,4,2,3,4,6,12,10,4,,,,59.1,40.9,467,323,353,236,16,13,14,4,8,1,3,4,13,27,10,11,1,3,2,3,4231,352,,FullTime
saison-2025-2026-jupiler-pro-league-33-kaa-gent-vs-stvv,2025/26,2026-04-19,33,Journée 33,Jasper Vergoote,KAA Gent,STVV,0,0,13,12,2,3,6,3,5,6,6,5,8,14,,1,,,49.5,50.5,408,427,324,330,11,9,6,6,3,2,2,,29,28,12,8,,,,4,3412,4231,,FullTime
saison-2025-2026-jupiler-pro-league-33-raal-la-louviere-vs-sv-zulte-waregem,2025/26,2026-04-19,33,Journée 33,Wim Smet,RAAL La Louvière,SV Zulte Waregem,0,2,10,7,2,3,6,3,2,1,7,1,20,11,2,,,,51.9,48.1,415,402,335,320,20,22,12,15,1,2,,,15,33,11,20,,2,4,2,352,343,,FullTime
saison-2025-2026-jupiler-pro-league-33-union-sg-vs-club-brugge,2025/26,2026-04-19,33,Journée 33,Lawrence Visser,Royale Union St-Gilloise,Club Brugge,2,1,15,11,6,5,4,5,5,1,3,3,14,12,3,5,,,45.8,54.2,341,407,258,312,18,15,11,9,4,4,2,,28,28,12,14,2,1,,,343,4231,,FullTime
saison-2025-2026-jupiler-pro-league-34-krc-genk-vs-sporting-charleroi,2025/26,2026-04-21,34,Journée 34,Nicolas Laforge,KRC Genk,Sporting de Charleroi,1,1,21,12,7,5,12,5,2,2,10,1,11,8,1,1,,,60.4,39.6,513,349,439,272,24,12,18,9,4,6,,1,29,37,8,11,,1,7,3,4231,4231,,FullTime
saison-2025-2026-jupiler-pro-league-34-oh-leuven-vs-kvc-westerlo,2025/26,2026-04-21,34,Journée 34,Kevin van Damme,OH Leuven,KVC Westerlo,0,2,12,16,5,8,6,2,1,6,8,4,10,5,1,,,,49.2,50.8,410,436,335,348,19,16,9,10,6,4,8,1,17,15,4,10,,1,2,1,343,4231,,FullTime
saison-2025-2026-jupiler-pro-league-34-standard-de-liege-vs-royal-antwerp-fc,2025/26,2026-04-21,34,Journée 34,Nathan Verboomen,Standard de Liège,Royal Antwerp FC,1,2,15,17,4,3,5,9,6,5,6,4,13,12,1,2,,,46.2,53.8,347,423,252,331,8,16,4,10,1,3,2,3,18,21,10,13,,2,2,3,3421,3412,,FullTime
saison-2025-2026-jupiler-pro-league-34-club-brugge-vs-kv-mechelen,2025/26,2026-04-22,34,Journée 34,Bram van Driessche,Club Brugge,KV Mechelen,6,1,23,8,11,2,6,4,6,2,3,3,8,12,,2,,1,61.8,38.2,544,328,463,241,21,15,15,11,1,5,,,20,28,11,7,3,1,6,,4231,3412,,FullTime
saison-2025-2026-jupiler-pro-league-34-union-sg-vs-kaa-gent,2025/26,2026-04-22,34,Journée 34,Lothar D'Hondt,Royale Union St-Gilloise,KAA Gent,0,0,18,3,5,,8,2,5,1,9,1,13,11,,3,,,57,43,437,335,324,245,18,10,10,7,,5,2,1,19,52,11,13,,,2,,3421,343,,FullTime
saison-2025-2026-jupiler-pro-league-34-stvv-vs-rsc-anderlecht,2025/26,2026-04-23,34,Journée 34,Simon Bourdeaud'hui,STVV,Royal Sporting Club Anderlecht,2,0,16,19,7,5,6,7,3,7,4,7,8,9,1,2,,,54.2,45.8,482,400,403,311,21,21,10,16,5,5,1,1,33,13,9,8,2,,,1,4231,4231,,FullTime
saison-2025-2026-jupiler-pro-league-34-cercle-brugge-vs-fcv-dender-eh,2025/26,2026-04-24,34,Journée 34,Michiel Allaerts,Cercle Brugge KSV,Dender EH,2,1,9,13,5,3,2,5,2,5,7,6,9,9,,2,,,52.5,47.5,445,396,358,300,32,18,20,12,2,3,2,6,34,20,8,9,2,,,,352,4231,,FullTime
saison-2025-2026-jupiler-pro-league-34-sv-zulte-waregem-vs-raal-la-louviere,2025/26,2026-04-26,34,Journée 34,Massimiliano Ledda,SV Zulte Waregem,RAAL La Louvière,4,0,12,10,5,1,4,4,3,5,5,6,13,15,1,1,,,55.4,44.6,432,343,366,287,20,25,8,16,1,1,3,5,20,18,14,13,3,,1,,3421,3421,,FullTime
saison-2025-2026-jupiler-pro-league-35-krc-genk-vs-standard-de-liege,2025/26,2026-04-25,35,Journée 35,Lothar D'Hondt,KRC Genk,Standard de Liège,1,1,24,9,6,2,10,4,8,3,13,2,13,5,3,2,,,60.9,39.1,514,332,446,253,10,15,7,10,1,6,3,4,22,36,5,12,1,,2,1,4231,532,,FullTime
saison-2025-2026-jupiler-pro-league-35-kvc-westerlo-vs-royal-antwerp-fc,2025/26,2026-04-25,35,Journée 35,Nicolas Laforge,KVC Westerlo,Royal Antwerp FC,2,4,10,20,4,12,5,4,1,4,2,7,11,13,4,3,1,,35,65,258,478,180,417,26,27,16,21,8,2,2,8,26,14,12,10,,4,,4,4231,3412,,FullTime
saison-2025-2026-jupiler-pro-league-35-oh-leuven-vs-sporting-charleroi,2025/26,2026-04-25,35,Journée 35,Anthony Letellier,OH Leuven,Sporting de Charleroi,0,2,4,11,3,4,,5,1,2,4,6,8,12,2,,,,57.2,42.8,514,383,450,320,11,4,5,,2,3,,1,22,20,11,8,,2,1,2,343,4231,,FullTime
saison-2025-2026-jupiler-pro-league-35-kaa-gent-vs-club-brugge,2025/26,2026-04-26,35,Journée 35,Erik Lambrechts,KAA Gent,Club Brugge,0,2,17,16,3,6,9,5,5,5,7,9,6,12,2,,,,46.6,53.4,387,455,313,363,11,10,6,5,5,3,2,1,22,28,11,6,,1,,2,3412,4231,,FullTime
saison-2025-2026-jupiler-pro-league-35-kv-mechelen-vs-stvv,2025/26,2026-04-26,35,Journée 35,Lawrence Visser,KV Mechelen,STVV,1,4,8,16,2,10,4,4,2,2,4,7,11,13,1,1,,,42.4,57.6,339,460,259,383,17,16,13,11,5,1,1,,24,15,11,11,1,4,2,1,3412,4231,,FullTime
saison-2025-2026-jupiler-pro-league-35-rsc-anderlecht-vs-union-sg,2025/26,2026-04-26,35,Journée 35,Jasper Vergoote,Royal Sporting Club Anderlecht,Royale Union St-Gilloise,1,3,13,12,3,4,6,6,4,2,4,3,16,8,2,3,1,,54.9,45.1,464,376,383,309,19,22,10,10,1,2,3,,14,24,6,15,1,2,,,4231,3421,,FullTime
saison-2025-2026-jupiler-pro-league-35-cercle-brugge-vs-sv-zulte-waregem,2025/26,2026-05-01,35,Journée 35,Anthony Letellier,Cercle Brugge KSV,SV Zulte Waregem,2,3,17,14,7,7,5,2,5,5,6,7,13,12,,1,,,48,52,389,429,307,341,20,14,15,7,4,5,2,,28,27,11,12,1,1,1,,352,3412,,FullTime
saison-2025-2026-jupiler-pro-league-35-fcv-dender-eh-vs-raal-la-louviere,2025/26,2026-05-03,35,Journée 35,Nathan Verboomen,Dender EH,RAAL La Louvière,2,1,7,13,2,5,4,5,1,3,4,5,20,10,1,1,1,,50.4,49.6,382,377,280,290,18,17,12,12,4,,6,2,23,18,10,20,1,,1,1,343,3421,,FullTime
saison-2025-2026-jupiler-pro-league-36-kvc-westerlo-vs-oh-leuven,2025/26,2026-05-02,36,Journée 36,Wesli De Cremer,KVC Westerlo,OH Leuven,3,3,12,10,5,4,7,3,,3,4,3,9,17,2,3,,,52.2,47.8,403,372,324,292,10,12,6,5,1,2,1,2,15,15,17,8,1,3,2,,343,3421,,FullTime
saison-2025-2026-jupiler-pro-league-36-stvv-vs-union-sg,2025/26,2026-05-02,36,Journée 36,Jan Boterberg,STVV,Royale Union St-Gilloise,2,1,14,3,5,1,6,2,3,,9,1,10,11,2,4,,1,77.3,22.7,627,191,566,114,9,9,6,4,,2,1,1,10,41,11,10,1,1,1,,4231,343,,FullTime
saison-2025-2026-jupiler-pro-league-36-kv-mechelen-vs-kaa-gent,2025/26,2026-05-03,36,Journée 36,Simon Bourdeaud'hui,KV Mechelen,KAA Gent,1,0,9,9,3,2,2,6,4,1,7,4,10,14,2,3,,,50.8,49.2,416,399,337,329,18,22,10,13,2,2,,1,18,24,13,10,1,,,1,3412,3421,,FullTime
saison-2025-2026-jupiler-pro-league-36-royal-antwerp-fc-vs-standard-de-liege,2025/26,2026-05-03,36,Journée 36,Jasper Vergoote,Royal Antwerp FC,Standard de Liège,0,5,11,15,7,8,3,2,1,5,7,3,18,5,1,,1,,64,36,548,314,472,237,14,22,6,16,4,7,2,,18,34,5,18,,3,3,1,3421,3421,,FullTime
saison-2025-2026-jupiler-pro-league-36-rsc-anderlecht-vs-club-brugge,2025/26,2026-05-03,36,Journée 36,Nicolas Laforge,Royal Sporting Club Anderlecht,Club Brugge,1,3,14,22,4,8,8,9,2,5,8,4,8,9,2,2,,,60.4,39.6,571,372,473,296,12,16,7,10,6,3,1,2,6,39,9,7,1,2,,5,4231,4231,,FullTime
saison-2025-2026-jupiler-pro-league-36-raal-la-louviere-vs-cercle-brugge,2025/26,2026-05-09,36,Journée 36,Kevin van Damme,RAAL La Louvière,Cercle Brugge KSV,4,1,13,13,6,6,4,3,3,4,6,5,5,11,1,2,,,44.4,55.6,309,386,249,315,25,25,14,14,5,2,1,5,26,12,11,5,3,1,,2,3142,3421,,FullTime
saison-2025-2026-jupiler-pro-league-36-sv-zulte-waregem-vs-fcv-dender-eh,2025/26,2026-05-09,36,Journée 36,Bert Put,SV Zulte Waregem,Dender EH,2,1,19,10,6,5,5,5,8,,9,2,8,12,1,5,,,52.4,47.6,418,376,314,263,13,22,9,13,4,3,4,2,31,14,10,8,,,4,2,3421,3412,,FullTime
saison-2025-2026-jupiler-pro-league-37-standard-de-liege-vs-oh-leuven,2025/26,2026-05-08,37,Journée 37,Bram van Driessche,Standard de Liège,OH Leuven,2,1,13,12,4,2,7,4,2,6,3,7,5,12,,2,,,54.4,45.6,473,388,397,300,10,15,7,6,1,2,3,3,37,18,10,5,1,,1,,3421,3421,,FullTime
saison-2025-2026-jupiler-pro-league-37-club-brugge-vs-stvv,2025/26,2026-05-09,37,Journée 37,Jasper Vergoote,Club Brugge,STVV,2,0,24,7,11,2,7,4,6,1,6,2,7,5,,1,,1,60.8,39.2,669,436,594,355,9,10,6,5,2,7,,1,12,24,5,7,2,,4,1,4231,4231,,FullTime
saison-2025-2026-jupiler-pro-league-37-kaa-gent-vs-rsc-anderlecht,2025/26,2026-05-10,37,Journée 37,Nathan Verboomen,KAA Gent,Royal Sporting Club Anderlecht,1,1,15,8,3,5,4,2,8,1,4,2,11,14,4,4,,1,63.8,36.2,543,324,483,247,11,17,7,14,5,2,2,,9,47,14,10,1,,1,1,4231,4231,,FullTime
saison-2025-2026-jupiler-pro-league-37-krc-genk-vs-kvc-westerlo,2025/26,2026-05-10,37,Journée 37,Simon Bourdeaud'hui,KRC Genk,KVC Westerlo,3,0,15,15,4,4,7,7,4,4,6,3,12,9,1,2,,,49.7,50.3,384,392,317,330,32,26,20,20,4,1,7,1,11,18,9,12,2,,2,2,4231,4231,,FullTime
saison-2025-2026-jupiler-pro-league-37-royal-antwerp-fc-vs-sporting-charleroi,2025/26,2026-05-10,37,Journée 37,Bert Verbeke,Royal Antwerp FC,Sporting de Charleroi,0,1,18,12,1,2,10,3,7,7,4,3,16,10,2,3,,,55.2,44.8,450,369,360,288,24,22,13,16,1,1,3,,15,29,10,16,,1,2,,3412,4231,,FullTime
saison-2025-2026-jupiler-pro-league-37-union-sg-vs-kv-mechelen,2025/26,2026-05-10,37,Journée 37,Erik Lambrechts,Royale Union St-Gilloise,KV Mechelen,3,0,14,5,6,1,6,4,2,,3,3,11,7,1,1,,,43.4,56.6,422,547,343,447,26,15,14,11,1,3,,2,30,10,7,10,3,,1,,343,532,,FullTime
